subject,group,version,recall_description,event,recall_order,event_num,scene,scene_location,theme,event_description,word_count
412,older,exp1,okay it was a sitcom of curbing your enthusiasm and it began with two gentlemen walking down the street,A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,19
412,older,exp1,one telling the other one about his purchase of a 57 Bel Air Convertible and the show went on and they talk some more about different things and he wound up​ ,A2,2,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,31
412,older,exp1,the next episode well part of the same show was he the main character Larry went went back to his home and his wife was there talking to a one of  her friends about the movie that she had just watched,B1,3,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie. Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes. Cheryl asks Julie what she thought of Sour Grapes. Julie responds by saying that she enjoyed it. Larry jokes about the movie and makes facial expressions and impressions.,41
412,older,exp1,and then also about an upcoming Dinner Party,B2,4,5.0,B,The David's Back Patio,Dinner_Party,Julie gets up to leave and mentions the dinner party on Friday night,8
412,older,exp1,The the dinner party was thought to be canceled but I guess his friend who bought the new Chevy had a neighbor that was a caterer,B3,5,6.0,B,The David's Back Patio,Caterer,Cheryl mentions that their caterer cancelled. Larry asks why the caterer cancelled and Cheryl says it is due to personal reasons. Larry suggests that Cheryl calls's Jeff's neighbor to cater the dinner,26
412,older,exp1,so anyway they gave her a call and so the party was back on,B5,6,8.0,B,The David's Back Patio,Caterer,Larry picks up the phone and leaves Jeff a message asking for the caterer's phone number,14
412,older,exp1,and anyway later in the show his friend let Larry Drive the 57 Chevy show him how nice of a car he had,C2,7,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car. Larry apologizes for not congratulating Jeff about the new car. Jeff suggests that they take the car for a drive and that Larry drives.,23
412,older,exp1,in during one part he was driving at a stop sign and at that time an AAMCO commercial came on which such as the part of the commercial is they blow the horn well he thought it was the guy behind him tell him to hurry up blowing the horn and sort of made some sort of snide remark to the guy the guy got upset and ran the back of his friends 57 Chevy anyway the guy took off and never got information about who hit him but after that the car made lots of noise sounding like a come to find out what ba was a transmission transmission noise,D3,8,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on. Larry wants to head back but Jeff insists they continue.  An AAMCO commercial comes on the radio with two beeps. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Jeff says that it is the radio and the car hits their car. Larry keeps yelling at the car and the car drives away. Jeff yells to Larry to the the license plate number and Larry makes note of the license plate number: 4-Y-Something. Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. Jeff yells at Larry that it was the radio. Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,111
412,older,exp1,anyway so later in the episode they have a dinner party and meeting different friends at the dinner party and one of the people that he would seem to be didn't know was a guy,E1,9,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",35
412,older,exp1,"and he was talking about an AAMCO commercial Aamco and he says I work for AAMCO he thought it was a joke that his wife had set this guy up saying hey I work for AAMCO, because he transmission got broke because he heard that AAMCO commercial the he come to find out he really work for aamco and he was going to just they kind of met each other and then they kind of kicked it off he said just bring the car down to my shop and I'll take good care of you",E2,10,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,95
412,older,exp1,well big parts was once everybody got settled in the dining room to have dinner and this guy from amco decided to take the the head of the table seat and was acting as if the party was his where the host was sitting next to him and the other funny part was he was he said Grace unbeknownst to the host who is Jewish so they didn't have talked about different kind of God and stuff said it was kind of it was kind of funny,E6,11,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. Mike takes the head of the table and Larry is surprised. Mike asks like he is the host with a prayer, speech, and cheers. Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.",87
412,older,exp1,anyway go forward to the next day after the party they're looking for Larry and his wife were looking for leftovers and I guess they had some turnovers the night before he went to the refrigerator and and found that there's nothing in the refrigerator any leftovers including the turnovers so his wife calls the caterer and she finds out that she took all the leftovers home which was kind of funny,G3,12,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. Cheryl looks for the leftovers after. The leftovers seem to be missing. Cheryl and Larry are wondering if the caterer took the leftovers. Larry vaguely remembers seeing the caterer walk out with a platter. Cheryl calls the caterer and the caterer admits that she took the leftovers home. Cheryl tells her that she will cancel the check if she does not get the leftovers back. Cheryl tells her that Larry will pick up the leftovers.,72
412,older,exp1,and then larry to go to her house and get him anyway she goes there and she goes through process while I got these I gave these away and all the stuff friend of hers or partner for hers comes in and says I gave the leftovers to I can't remember his friend the guy who bought 57,H1,13,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. The caterer tells him that she gave the food to the homeless shelter. Another woman comes by and tells the caterer that she dropped the food off to Jeff's. Larry and the caterer continue to argue and the caterer is in denial.,58
412,older,exp1,so he goes over his house and there he is eating his chicken and then also there's a stack of the turnovers on the his table so there is sort of like he sets such people the carter takes the food home and then he gets the sort of the leftover treats so it's got a little thing,I1,14,29.0,I,Jeff's Kitchen,Caterer,Jeff is eating the leftover chicken when Larry visits. Jeff tells Larry that he was going to drop them off to his house. Larry sits down and eats the apple turnovers. ,58
412,older,exp1,anyway finally get the car over to the Aamco dealer and get that is a bundle if the guy said he could take good care of them ​,J1,15,31.0,J,AAMCO Station,Chevy,Larry and Jeff are at the AAMCO station. Mike tells them that there is an issue with the transmission and that he can fix it. ,28
412,older,exp1,but he needs to talk to him,J2,16,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,7
412,older,exp1,this was way back to the earlier show the guy who owns the AAMCO called him he said he felt bad about something so he was worried about what this guy was worried about his house at Martha Stewart's or what was it,G2,17,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table. Cheryl tells Larry it might be about how Larry does not like it when people stay at their guesthouse in Martha's Vineyard. Maggie might have overheard and might have told Mike because Maggie and Mike were planning on going to vacation there. ,43
412,older,exp1,anyway they talked to talk to you about something personal,J2,18,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,10
412,older,exp1,they go in the back room and Larry open his mouth about staying at his place he doesn’t let any people stay there and then the guy was really talking about I feel bad taking the head table from you and so that was what he want to talk to him about but Larry opens the can of Martha Stewart and it tics off the guy,J4,19,34.0,J,AAMCO Station,Dinner_Party,"Mike tells Larry to take a seat in his office and thanks him about the dinner party. Mike begins to apologize to Larry but Larry cuts him off and tells him that Cheryl should have not said anything about the vineyard. Mike was apologizing for taking the head of the table. Larry and Mike argue, talking past each other. Mike ends the conversation.",66
412,older,exp1,and then the next scene they see him driving down the street in that 57 and still making a noise so the guy got mad enough that he said he wasn't able to fix car,J5,20,35.0,J,AAMCO Station,Chevy,Jeff and Larry are driving in the 57 Chevy in silence and there is a rumbling sound from the car. ,35
412,older,exp1,one thing I did fail to mention that the Larry did not want to have this party so he says if I don't have a good time as wife owes them the service him​ ,B7,21,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,34
412,older,exp1,and so later you know he comes out later in the bedroom and he says well I did not have a good time so you can have to service me in the in the car,F3,22,24.0,F,The Davids' Bedroom,Dinner_Party,Larry talks more about the dinner party and mentions that they said grace. Cheryl asks Larry if he had a good time at the dinner party. Larry says no and reminds Cheryl that she lost a bet.,35
412,older,exp1,anyway fast forward to the end of movie. They are out in the car and they're driving after a nice dinner and he says okay now it's time to get it back that's where it ends that's all​ ,L1,23,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,38
413,older,exp1,it was an HBO presentation of Curb Your Enthusiasm Larry David and Jeff are walking down the street,A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,18
413,older,exp1,and Jeff says he's going to buy a 57 Chevy and it's a convertible Larry asks him why cause he says it's fun,A2,2,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,23
413,older,exp1,and then there's a panhandler asking for change and Jeff says he has nothing and Larry David offered him a paper bag and saying do you want this and the panhandler says or what what is it it's tuna and the Panhandler says I don't like tuna and they go into the building,A3,3,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change. Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead.  The homeless man refuses the tuna sandwich and says he does not like tuna Larry and Jeff are surprised that he refused and walks in a building.,53
413,older,exp1,and then next scene Larry David is home and in his backyard is his wife Cheryl and her friend Julie and there's a videotape of the movie called sour grapes and Julie says that she likes the length of the​ movie and Larry David is just eating and eating and munching and he said the length he asks how you like the width and they're both kind of kind of quiet and then Larry david says fun fun fun and it turns out that he's sort of impersonating he says well that's what Johnny Carson said and Cheryl says Larry David is a great impersonator,B1,4,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie. Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes. Cheryl asks Julie what she thought of Sour Grapes. Julie responds by saying that she enjoyed it. Larry jokes about the movie and makes facial expressions and impressions.,104
413,older,exp1,and they leave,B4,5,7.0,B,The David's Back Patio,Dinner_Party,Cheryl tells Julie she cannot wait to meet Pat at the party before leaving,3
413,older,exp1,and then Cheryl and Larry are in the kitchen discussing or that the caterer has cancelled last minute for personal reasons so everything is personal if you have somebody says personal reasons they don't have to give any more detail after that cuz it means they don't want to talk about it,B3,6,6.0,B,The David's Back Patio,Caterer,Cheryl mentions that their caterer cancelled. Larry asks why the caterer cancelled and Cheryl says it is due to personal reasons. Larry suggests that Cheryl calls's Jeff's neighbor to cater the dinner,52
413,older,exp1,and then they’re in the kitchen and they’re talking about the dinner party on Friday and Larry David said she doesn't like the dinner parties why do you have to get together with people and feed them and talk,B7,7,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,39
413,older,exp1,but Larry suggests that Jeff has a neighbor who has been recommended who is a caterer so Larry leaves a voicemail of Jeff's phone to get the phone number of this caterer,B5,8,8.0,B,The David's Back Patio,Caterer,Larry picks up the phone and leaves Jeff a message asking for the caterer's phone number,32
413,older,exp1,and there's a bet that's made that Larry's Cheryl decides Larry's already made up his mind that he doesn't really like talking to the talking to these people and he doesn't like these Gatherings and so he makes a bet with Cheryl that if he doesn't like the Gathering and the people then she'll give him a b****** in the car so I don't see how she's going to win this bet anyway cuz he can slant it but he said he hasn't made up his mind he will be open-minded about it,B7,9,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,93
413,older,exp1,and then dinner party we see Larry listening to this guy drone on about his companies in Covina and but what was the name of the other town with a D and heathe mix plastic extruder for things like Downey and some other product oh Downey is the name of the town that’s why he’s extruding some plastic container for some other product and you can see that Larry's quite bored with the whole thing he's got a half a glass of wine and he's not even sipping on it and he's looking to get away and there's this guy right next to the painting of Venus Botticelli’s Venus and this guy talks talks to him and says he likes his show and he wants to know this guy's name is Mike and he wants to know if Larry gets paid for all the reruns he said he never watched the Seinfeld show when it was on but now he's watching the reruns he wants to know if Larry David gets paid each time a rerun is shown yes Larry says he he does get paid​ ,E1,10,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",186
413,older,exp1,and then Mike says he's got AAmco and Larry thinks that he's been set up because oh I forgot,E2,11,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,19
413,older,exp1,describe the whole scene where they're Jeff describes decides that Larry should drive the Chevy because it's fun and they're out and they're in the convertible with a beautiful turquoise Chevy we see it from the front and at some point Larry says it is fun to drive it but then he says I'm kind of uncomfortable let's go back and jeff says no just a little while longer,D1,12,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,69
413,older,exp1,and Larry stops at a stop sign he hears the guy behind him honk at him but it turns out it was from the radio is an AAmco commercial AA honk honk MCO and Larry yells at the guy in back of them for honking and the guy in the black car behind him decides to ram and ram the Chevy in the rear and then pull around him in a huff and Jeff and Larry get out and look at the back of the car and indeed it has some damage the way it's making kind of clunky noises so yes so Larry does need to give some kind of compensation to Jeff for the car,D3,13,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on. Larry wants to head back but Jeff insists they continue.  An AAMCO commercial comes on the radio with two beeps. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Jeff says that it is the radio and the car hits their car. Larry keeps yelling at the car and the car drives away. Jeff yells to Larry to the the license plate number and Larry makes note of the license plate number: 4-Y-Something. Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. Jeff yells at Larry that it was the radio. Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,117
413,older,exp1,and here he is at the his party gathering at his house,E1,14,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",12
413,older,exp1,and there's an aamco guy and Larry thinks that it's all a setup that Cheryl has told the story about this Chevy Aamco problem and Aamco commercial problem and couple of questioning and sure enough Mike the AAMCO guy has not been told about it but he says he gives him his car,E2,15,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,53
413,older,exp1,and he says I can I can help you out I know about these old traditional cars and all of a sudden Larry is kind of kind to him and touches him on the shoulder and softens,E4,16,19.0,E,Dinner Party,Chevy,Mike reassures Larry that he will fix the car.,37
413,older,exp1,and then it's time to go in to eat into the dining room and Cheryl says anybody everybody can take any seat they want to and right away this big AAMCO Mike guy takes the head of the table where is Cheryl's at the at the foot of the table as many hosts and hostesses do and so Larry looks a little disconcerted but he takes the seat next to him and and the Mike guy says you know me and Larry we're not traditional we don't stand on circumstances around here we can start eating whatever they want to and and Mike is sort of inviting everybody to start today but he says he does have one tradition and the next thing you know he's saying grace and he saying Missouri Christian way and Larry David is Jewish so he feels in his own home he has no at the dinner party these during he has no say in what's going on because Mike has taken over the table and then he says to friends and tries to make a toast and Larry said can I starter my salad and then Mike says yeah and then Larry says Mike has given everybody permission to start on their salads Larry David is sitting next to the plastic extruder guy and he starts conversation with him and this really tedious thing about the space he's been offered and Downey what's going on a trapezoidal property and Larry's clearly a rock and a hard place between his two people that he has no interest in either of them he's feeling even offended,E6,17,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. Mike takes the head of the table and Larry is surprised. Mike asks like he is the host with a prayer, speech, and cheers. Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.",270
413,older,exp1,then the next morning Larry goes to the refrigerator in the morning to get apples turnovers left over from the party and there's no leftovers from the party and somehow they think about maybe the caterer took them and then Larry said he saw her walking out with a platter and Cheryl said didn't you say anything to him and Noah Larry didn't say anything to her so Cheryl calls the caterer and she's the caterer says that she will return the food and Cheryl's said Larry would pick it up Larry's kind of hesitant to do that,G3,18,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. Cheryl looks for the leftovers after. The leftovers seem to be missing. Cheryl and Larry are wondering if the caterer took the leftovers. Larry vaguely remembers seeing the caterer walk out with a platter. Cheryl calls the caterer and the caterer admits that she took the leftovers home. Cheryl tells her that she will cancel the check if she does not get the leftovers back. Cheryl tells her that Larry will pick up the leftovers.,98
413,older,exp1,but he does he gets in the car and goes to the Caterers house which is next door to Jeff's house then we see the caterer in front of a counter with a few pans of food and Larry says where's the chicken there was all those chicken and the carterer said that she gave some food to some mission to homeless Mission and then somebody comes from behind Carmela or something we said that brought the food over to Jeff's house like you asked and the caterer doesn't look humiliated at all and and Larry David’s still asking about those turnovers,H1,19,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. The caterer tells him that she gave the food to the homeless shelter. Another woman comes by and tells the caterer that she dropped the food off to Jeff's. Larry and the caterer continue to argue and the caterer is in denial.,102
413,older,exp1,so the next thing we know Larry David is in Jeff’s dining room and Jeff is eating the chicken Laurl orange and the turnovers are on the table and they talked about the caterer stealing the food,I1,20,29.0,I,Jeff's Kitchen,Caterer,Jeff is eating the leftover chicken when Larry visits. Jeff tells Larry that he was going to drop them off to his house. Larry sits down and eats the apple turnovers. ,37
413,older,exp1,and then then there in the there was a phone call in the morning phone voicemail morning and Larry's house that was from the Aamco mike guy and he says that he said that you wanted to 7:30 in the morning and he wanted to talk to Larry cuz there was something that made him uncomfortable and he would be in his office at 12:30,G2,21,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table. Cheryl tells Larry it might be about how Larry does not like it when people stay at their guesthouse in Martha's Vineyard. Maggie might have overheard and might have told Mike because Maggie and Mike were planning on going to vacation there. ,65
413,older,exp1,so further scene Jeff and Larry are at the Aamco place in the car is up on the Chevy is up on the lift and the mike guy is sure is that he can he can fix it that there's the good news is he can fix it the bad news is of the good news bad news is it’s got damage good news is that he’s rash is gone and everybody laugh and then Larry says he’ll pay for everything the Mike guys says no you don't have to pay for the labor just the parts but everybody Jeff and Larry insist he'll pay for he’ll pay for everything,J1,22,31.0,J,AAMCO Station,Chevy,Larry and Jeff are at the AAMCO station. Mike tells them that there is an issue with the transmission and that he can fix it. ,110
413,older,exp1,and then the aamco guy says Mike says Larry coming to my office I have something personal nature to tell you,J2,23,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,21
413,older,exp1,and there had been a discussion between Cheryl and Larry about the house in Martha's Vineyard possibly being The Guest House Martha's Vineyard possibly being the reason why Mike left what Larry thought was a weird message because Cheryl had said to Maggie Mike's wife that they don't like anybody to stay in the guest house and Cheryl and Larry agree about that they don't want anybody staying in the guest house and Mike and Maggie are going to Martha's Vineyard and and so this is kind of an overheard discussion so Larry's thinking maybe that's the reason why Mike wants to talk with him in private,G2,24,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table. Cheryl tells Larry it might be about how Larry does not like it when people stay at their guesthouse in Martha's Vineyard. Maggie might have overheard and might have told Mike because Maggie and Mike were planning on going to vacation there. ,107
413,older,exp1,well they go back into the office and Larry's talking over every time mike say something and not giving him a chance to really talk and Larry's the one who brings up the martha’s vineyard guest house and with all this chitting chatting back and forth it turns out that Mike is trying to apologize for sitting in the head of the table at but then he says something about the guest house too so I go to Martha's Vineyard every year and we have places people to visit there and we'll go clamming together sometime I don't need to stay in your in your guest house and Jeff and told him apologize just keep apologize apologize for everything good Larry David is often insulting people and they want their they want their and they want their Chevy fixed so Larry David about to go further and deeper into his own regrets and makes more accidental insults and Mike says we're finished you this is our busy season and reaches over and picks up a phone to make Larry leave the office,J4,25,34.0,J,AAMCO Station,Dinner_Party,"Mike tells Larry to take a seat in his office and thanks him about the dinner party. Mike begins to apologize to Larry but Larry cuts him off and tells him that Cheryl should have not said anything about the vineyard. Mike was apologizing for taking the head of the table. Larry and Mike argue, talking past each other. Mike ends the conversation.",182
413,older,exp1,I think the next scene earlier and I think earlier Larry said he didn't want his movie being shown to to Cheryl's friends this sour grapes movie dont want that being shown to Cheryl's friends I guess why he doesn’t cuz he didn't care if you like it or not,B6,26,9.0,B,The David's Back Patio,Other,Cheryl tells Larry that Julie liked the movie but Larry does not believe her. Larry tells Cheryl not to loan the movie out.,50
413,older,exp1,but towards the very end they are Cheryl and Larry are in the car and they're driving back and they've had this delicious dinner they’re commenting on that,L1,27,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,28
413,older,exp1,oh I know and there's also brief scene where Larry's approaching his office building and there's the panhandler and Larry's got these trays of food and he asks the panhandler do you know the 4th and Mission do you know the shelter there the guy says yeah Larry says what do they serve you do they serve you gourmet food there like like chicken a l'orange and the guy says well we get peanut butter there and soup and then Larry offers him the trays of food that he has there some kind of seafood thing in the chicken la orange and the guys says yea okay I'll take it.,K1,28,36.0,K,Walking on the Street,Caterer,Larry is walking down the street with platters of food and a homeless man asks if he has any spare change. Larry asks the homeless man if he goes to the shelter and what food they serve there. The homeless man tells Larry that they usually serve soup and peanut butter. Larry asks if the homeless man wants the food and the homeless man takes it.,110
413,older,exp1,SO Cheryl and Larry are driving home from a restaurant and commenting about how they enjoyed that dinner and I don't remember much except that it ends with Larry David saying you know you still owe me on that on that bet Cheryl looks hesitant and then she unbuckles her seatbelt in the end of the show,L1,29,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,57
413,older,exp1,oh and Larry also had there's a scene where he and Cheryl laying on the bed and he said next dinner party he wants and some Jews there that wanted some Schwartz's and goldstein's and he have because he doesn't want the young Republicans he accuses her of inviting the young Republicans,F3,30,24.0,F,The Davids' Bedroom,Dinner_Party,Larry talks more about the dinner party and mentions that they said grace. Cheryl asks Larry if he had a good time at the dinner party. Larry says no and reminds Cheryl that she lost a bet.,52
413,older,exp1,and earlier way back in the kitchen even before the dinner Cheryl accuses him of always being unhappy and complaining and light tells him to lighten up and he says that I'm a Jew from Brooklyn that that's not how we do it ever since he came to California it said before he lived in California hehad never been in the same room with her caterer that is all the jokes I remember.,B7,31,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,73
414,older,exp1,​It was an HBO show started with two characters Larry David and his friend Jeff walking down the street,A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,19
414,older,exp1,Jeff tells Larry that he bought a 57 Chevy convertible Larry doesn't seem like he's all that interested,A2,2,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,18
414,older,exp1,in the meantime Larry and Jeff run into a transient I don't know somebody looking for some change to put in his cup and he offered I guess his leftover food from some place and that person refused it,A3,3,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change. Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead.  The homeless man refuses the tuna sandwich and says he does not like tuna Larry and Jeff are surprised that he refused and walks in a building.,39
414,older,exp1,anyway goes home his wife Cheryl says Larry goes home and his wife Cheryl is in their backyard she's talking to a friend about some audio not audio tape is a movie tape I guess of a film called sour grapes,B1,4,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie. Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes. Cheryl asks Julie what she thought of Sour Grapes. Julie responds by saying that she enjoyed it. Larry jokes about the movie and makes facial expressions and impressions.,41
414,older,exp1,and then she talked to Larry about a dinner party,B7,5,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,10
414,older,exp1,and then something about catering food and he oh I know the caterer that they had I guess canceled on on her so she has to find another carter and Larry tells Cheryl that his friend Jeff has a neighbor who is a caterer that you know maybe she should look into maybe asking her if she could cater the dinner party,B3,6,6.0,B,The David's Back Patio,Caterer,Cheryl mentions that their caterer cancelled. Larry asks why the caterer cancelled and Cheryl says it is due to personal reasons. Larry suggests that Cheryl calls's Jeff's neighbor to cater the dinner,62
414,older,exp1,then the next thing that I can remember is he is riding in his friend's car just new 57 Chevy doesn't seem like Larry knew that he actually bought it but he's riding in it,D1,7,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,35
414,older,exp1,and then oh I know before they went for a ride he Larry was quite surprised at Jeff told him that he should ride or he can drive the the the car,C2,8,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car. Larry apologizes for not congratulating Jeff about the new car. Jeff suggests that they take the car for a drive and that Larry drives.,32
414,older,exp1,and then they're driving or at a stops he drives the car and he's at a stop sign here's a beep beep sound and didn't realize it was actually the beep beep of the commercial double Amco Amco commercial thought that the car behind beeping him and so he gets upset and anyway the guy driving behind him kind of rear ends his car and then drives around him,D3,9,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on. Larry wants to head back but Jeff insists they continue.  An AAMCO commercial comes on the radio with two beeps. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Jeff says that it is the radio and the car hits their car. Larry keeps yelling at the car and the car drives away. Jeff yells to Larry to the the license plate number and Larry makes note of the license plate number: 4-Y-Something. Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. Jeff yells at Larry that it was the radio. Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,69
